gene	platform	feature_present	eligibility_information
KMT2B	GSE50114	True	feature availability only
TFAP4	GSE50114	True	feature availability only
TARS2	GSE50114	True	feature availability only
ASXL1	GSE50114	True	feature availability only
XPO7	GSE50114	True	feature availability only
P4HB	GSE50114	True	feature availability only
RAB21	GSE50114	True	feature availability only
EFNA1	GSE50114	True	feature availability only
ATAD3B	GSE50114	True	feature availability only
RPAP1	GSE50114	True	feature availability only
PAN2	GSE50114	True	feature availability only
RSRC2	GSE50114	True	feature availability only
UQCRC1	GSE50114	True	feature availability only
HOXB5	GSE50114	True	feature availability only
SESN2	GSE50114	True	feature availability only
MSH5	GSE50114	False	feature availability only
ENGASE	GSE50114	True	feature availability only
TCF12	GSE50114	True	feature availability only
INO80D	GSE50114	True	feature availability only
SATB1	GSE50114	True	feature availability only
YAP1	GSE50114	True	feature availability only
NAGLU	GSE50114	True	feature availability only
JAGN1	GSE50114	True	feature availability only
NOL10	GSE50114	True	feature availability only
ARID4B	GSE50114	True	feature availability only
ENSG00000225421	GSE50114	False	feature availability only
TMX1	GSE50114	True	feature availability only
NUP50	GSE50114	True	feature availability only
CRBN	GSE50114	True	feature availability only
URB1	GSE50114	True	feature availability only
B4GALNT2	GSE50114	True	feature availability only
SLC48A1	GSE50114	True	feature availability only
CPSF7	GSE50114	True	feature availability only
ATP13A2	GSE50114	True	feature availability only
SUPT6H	GSE50114	True	feature availability only
AKAP8	GSE50114	True	feature availability only
TBCA	GSE50114	True	feature availability only
PIM3	GSE50114	True	feature availability only
TULP3	GSE50114	True	feature availability only
ARHGAP18	GSE50114	True	feature availability only
GRK6	GSE50114	True	feature availability only
NDUFA10	GSE50114	True	feature availability only
XRRA1	GSE50114	True	feature availability only
MTF1	GSE50114	True	feature availability only
CNKSR2	GSE50114	True	feature availability only
MAP3K3	GSE50114	True	feature availability only
NDUFA2	GSE50114	True	feature availability only
INPP4B	GSE50114	True	feature availability only
STX18-AS1	GSE50114	True	feature availability only
TFG	GSE50114	True	feature availability only
TMEM39B	GSE50114	True	feature availability only
ASPSCR1	GSE50114	True	feature availability only
UFM1	GSE50114	True	feature availability only
CRYZL1	GSE50114	True	feature availability only
PHF6	GSE50114	True	feature availability only
PRKAR1A	GSE50114	True	feature availability only
PPFIBP1	GSE50114	True	feature availability only
NAV2	GSE50114	True	feature availability only
TTC7A	GSE50114	True	feature availability only
PDPR	GSE50114	True	feature availability only
PTGR3	GSE50114	False	feature availability only
CALN1	GSE50114	True	feature availability only
PDCD6IP	GSE50114	True	feature availability only
TMEM167A	GSE50114	True	feature availability only
DNAJC25	GSE50114	True	feature availability only
LEO1	GSE50114	True	feature availability only
SMN2	GSE50114	True	feature availability only
WASF2	GSE50114	True	feature availability only
MAPK1	GSE50114	True	feature availability only
GPBP1	GSE50114	True	feature availability only
CCDC137	GSE50114	True	feature availability only
CDK12	GSE50114	True	feature availability only
DRAM2	GSE50114	True	feature availability only
PBDC1	GSE50114	True	feature availability only
SGF29	GSE50114	True	feature availability only
TAF7	GSE50114	True	feature availability only
CDC27	GSE50114	True	feature availability only
CAMKMT	GSE50114	True	feature availability only
RGPD8	GSE50114	False	feature availability only
URGCP	GSE50114	True	feature availability only
BRF1	GSE50114	True	feature availability only
SPTY2D1	GSE50114	True	feature availability only
SPDYE6	GSE50114	False	feature availability only
CAMTA2	GSE50114	True	feature availability only
PARP9	GSE50114	True	feature availability only
REXO2	GSE50114	True	feature availability only
AGO3	GSE50114	True	feature availability only
SAMD12	GSE50114	True	feature availability only
GTF3C2	GSE50114	True	feature availability only
SHARPIN	GSE50114	True	feature availability only
GID8	GSE50114	True	feature availability only
C11orf54	GSE50114	True	feature availability only
CDK18	GSE50114	True	feature availability only
ZNF131	GSE50114	True	feature availability only
POLB	GSE50114	True	feature availability only
GMEB1	GSE50114	True	feature availability only
ADI1	GSE50114	True	feature availability only
FAM98B	GSE50114	True	feature availability only
BZW1	GSE50114	True	feature availability only
TPST1	GSE50114	True	feature availability only
MT-RNR1	GSE50114	False	feature availability only
MYO10	GSE50114	True	feature availability only
STK3	GSE50114	True	feature availability only
PTPA	GSE50114	True	feature availability only
FBXL20	GSE50114	True	feature availability only
USP32	GSE50114	True	feature availability only
RNF38	GSE50114	True	feature availability only
UBA7	GSE50114	True	feature availability only
NUDT16L1	GSE50114	True	feature availability only
ENSG00000254929	GSE50114	False	feature availability only
MRPL11	GSE50114	True	feature availability only
CEACAM7	GSE50114	True	feature availability only
RAP1B	GSE50114	True	feature availability only
PRADC1	GSE50114	True	feature availability only
VPS36	GSE50114	True	feature availability only
IPO8	GSE50114	True	feature availability only
FOCAD	GSE50114	True	feature availability only
TLCD3A	GSE50114	False	feature availability only
BSDC1	GSE50114	True	feature availability only
FZR1	GSE50114	True	feature availability only
TENT4B	GSE50114	False	feature availability only
PSMC6	GSE50114	True	feature availability only
DNAJB11	GSE50114	True	feature availability only
XDH	GSE50114	True	feature availability only
TSC2	GSE50114	True	feature availability only
UBXN7	GSE50114	True	feature availability only
ACVRL1	GSE50114	True	feature availability only
CLEC16A	GSE50114	True	feature availability only
TTC3	GSE50114	True	feature availability only
CLASP2	GSE50114	True	feature availability only
HCFC1	GSE50114	True	feature availability only
RSL1D1-DT	GSE50114	False	feature availability only
SAT2	GSE50114	True	feature availability only
BAZ1B	GSE50114	True	feature availability only
GSKIP	GSE50114	True	feature availability only
KIAA0930	GSE50114	True	feature availability only
ABHD14A	GSE50114	True	feature availability only
PANK1	GSE50114	True	feature availability only
TYK2	GSE50114	True	feature availability only
UFL1	GSE50114	True	feature availability only
ERMP1	GSE50114	True	feature availability only
LIN9	GSE50114	True	feature availability only
ABR	GSE50114	True	feature availability only
TRAPPC2	GSE50114	True	feature availability only
APTX	GSE50114	True	feature availability only
ENSG00000275895	GSE50114	False	feature availability only
RGS3	GSE50114	True	feature availability only
CCDC200	GSE50114	False	feature availability only
SART1	GSE50114	True	feature availability only
HDGFL2	GSE50114	False	feature availability only
GLO1	GSE50114	True	feature availability only
BTRC	GSE50114	True	feature availability only
PRPF4	GSE50114	True	feature availability only
PHLPP2	GSE50114	True	feature availability only
LARP7	GSE50114	True	feature availability only
IDNK	GSE50114	True	feature availability only
TMEM267	GSE50114	True	feature availability only
NACC2	GSE50114	True	feature availability only
LRRC61	GSE50114	True	feature availability only
DGKZ	GSE50114	True	feature availability only
PTTG1IP	GSE50114	True	feature availability only
HMGXB4	GSE50114	True	feature availability only
COPA	GSE50114	True	feature availability only
LINC00667	GSE50114	True	feature availability only
NPIPB3	GSE50114	True	feature availability only
AGAP6	GSE50114	False	feature availability only
CD58	GSE50114	True	feature availability only
VPS4B	GSE50114	True	feature availability only
MAP7	GSE50114	True	feature availability only
MIB1	GSE50114	True	feature availability only
JTB	GSE50114	True	feature availability only
SHANK2	GSE50114	True	feature availability only
ATRAID	GSE50114	True	feature availability only
XPO4	GSE50114	True	feature availability only
TARBP2	GSE50114	True	feature availability only
FAM174B	GSE50114	True	feature availability only
CCHCR1	GSE50114	True	feature availability only
CHMP2B	GSE50114	True	feature availability only
SCAI	GSE50114	True	feature availability only
AGFG2	GSE50114	True	feature availability only
DYNC1I2	GSE50114	True	feature availability only
LRRC59	GSE50114	True	feature availability only
PHETA1	GSE50114	False	feature availability only
ETFB	GSE50114	True	feature availability only
NNT	GSE50114	True	feature availability only
RAB3GAP2	GSE50114	True	feature availability only
ATF7IP2	GSE50114	True	feature availability only
C1orf43	GSE50114	True	feature availability only
LARP4	GSE50114	True	feature availability only
DUSP22	GSE50114	True	feature availability only
TRAPPC1	GSE50114	True	feature availability only
SNRPB2	GSE50114	True	feature availability only
NPIPB11	GSE50114	False	feature availability only
DCP1A	GSE50114	True	feature availability only
NSL1	GSE50114	True	feature availability only
UBE2B	GSE50114	True	feature availability only
RMDN3	GSE50114	True	feature availability only
TSG101	GSE50114	True	feature availability only
GSTO2	GSE50114	True	feature availability only
RAB11FIP4	GSE50114	True	feature availability only
FXR2	GSE50114	True	feature availability only
GTF3C5	GSE50114	True	feature availability only
CNTROB	GSE50114	True	feature availability only
MRPL4	GSE50114	True	feature availability only
LONP1	GSE50114	True	feature availability only
DMTF1	GSE50114	True	feature availability only
NOP10	GSE50114	True	feature availability only
ZDHHC21	GSE50114	True	feature availability only
PLPBP	GSE50114	False	feature availability only
MSL1	GSE50114	True	feature availability only
TMEM65	GSE50114	True	feature availability only
POMZP3	GSE50114	True	feature availability only
TIMP1	GSE41657	True	feature availability only
INPP5D	GSE41657	True	feature availability only
S100P	GSE41657	True	feature availability only
GALNT6	GSE41657	True	feature availability only
GRAMD1A	GSE41657	True	feature availability only
PVT1	GSE41657	True	feature availability only
LCN2	GSE41657	True	feature availability only
TBXAS1	GSE41657	True	feature availability only
GRIN2D	GSE41657	True	feature availability only
ARID3A	GSE41657	True	feature availability only
ASCL2	GSE41657	True	feature availability only
COX5A	GSE41657	True	feature availability only
PMEPA1	GSE41657	True	feature availability only
PLXNB1	GSE41657	True	feature availability only
C15orf48	GSE41657	True	feature availability only
UGT2A3	GSE41657	True	feature availability only
MAOA	GSE41657	True	feature availability only
IL1R2	GSE41657	True	feature availability only
ATP5MC3	GSE41657	False	feature availability only
SDHD	GSE41657	True	feature availability only
CADPS	GSE41657	True	feature availability only
SRI	GSE41657	True	feature availability only
CHP2	GSE41657	True	feature availability only
TMEM98	GSE41657	True	feature availability only
NOL3	GSE41657	True	feature availability only
LGALS3	GSE41657	True	feature availability only
AGBL4	GSE41657	True	feature availability only
HDAC7	GSE41657	True	feature availability only
IMPA2	GSE41657	True	feature availability only
PACS1	GSE41657	True	feature availability only
AXIN2	GSE41657	True	feature availability only
ARHGEF28	GSE41657	True	feature availability only
CD9	GSE41657	True	feature availability only
ZYX	GSE41657	True	feature availability only
RASAL1	GSE41657	True	feature availability only
GTF2IRD1	GSE41657	True	feature availability only
BACE2	GSE41657	True	feature availability only
OSBPL3	GSE41657	True	feature availability only
FAM162A	GSE41657	True	feature availability only
COX16	GSE41657	True	feature availability only
FTX	GSE41657	False	feature availability only
LIPG	GSE41657	True	feature availability only
FKBP1A	GSE41657	True	feature availability only
PITPNC1	GSE41657	True	feature availability only
HPGD	GSE41657	True	feature availability only
ARHGEF3	GSE41657	True	feature availability only
EDA	GSE41657	True	feature availability only
CIAO2A	GSE41657	False	feature availability only
NEBL	GSE41657	True	feature availability only
VWA1	GSE41657	True	feature availability only
LINC00963	GSE41657	True	feature availability only
MPC2	GSE41657	True	feature availability only
DHRS11	GSE41657	True	feature availability only
PCNX2	GSE41657	True	feature availability only
PCK1	GSE41657	True	feature availability only
RNF43	GSE41657	True	feature availability only
FZD5	GSE41657	True	feature availability only
