gene	arm	common_effect	common_z	common_q_value	max_lfsr	GeneID	type_of_gene	Nomenclature_status	ncbi_current_symbol	annotation_method	GSE117606	GSE40362	GSE41657	GSE50114	GSE72820	GSE8671	n_platforms_present	all_six_platforms_present	protein_coding	objective_selection_eligible	eligibility_rule
ABCD3	down	-0.337870397272451	-3.22217882659298	0.0051930149106034	0.0131477404264013	5825	protein-coding	O	ABCD3	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
FBXL18	up	0.437230040837769	3.22077787068039	0.0052110443500653	0.0205465649850993	80028	protein-coding	O	FBXL18	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
GOLM1	down	-0.255666232434346	-3.21964307541179	0.0052261900171673	0.0324755369791905	51280	protein-coding	O	GOLM1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NIF3L1	down	-0.3680689230944	-3.21855592800958	0.0052408505962774	0.0357968030251311	60491	protein-coding	O	NIF3L1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NFKBIA	down	-0.371553147382813	-3.21558012753049	0.0052928744065144	0.0446766721935311	4792	protein-coding	O	NFKBIA	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
REEP5	down	-0.257271076632927	-3.21540400004738	0.0052935053850528	0.0392194889832425	7905	protein-coding	O	REEP5	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PRKCE	up	0.253830584107779	3.21420424717644	0.0053104246172303	0.0335114305701484	5581	protein-coding	O	PRKCE	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
STIM2	up	0.30582499095342	3.21352037679898	0.0053204597174076	0.034473166558458	57620	protein-coding	O	STIM2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
USP22	down	-0.206606358083079	-3.21245980082607	0.005337508152272	0.0360347758225975	23326	protein-coding	O	USP22	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MYO5B	up	0.159836017701985	3.21207377532624	0.0053420499691837	0.0436397390980826	4645	protein-coding	O	MYO5B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SRSF4	up	0.196852261136197	3.21098357861624	0.0053597149327539	0.0271310016200439	6429	protein-coding	O	SRSF4	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NUDT2	up	0.24729177041842	3.21034776857647	0.0053636551092702	0.0166058494483744	318	protein-coding	O	NUDT2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PSME3	down	-0.327967005844167	-3.20877219692909	0.005380936190707	0.0462087119105081	10197	protein-coding	O	PSME3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ZFAND6	down	-0.254784517378978	-3.20871651988934	0.005380936190707	0.0470138909618023	54469	protein-coding	O	ZFAND6	current_ncbi_symbol	False	True	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PSENEN	down	-0.44906159885577	-3.20647162543479	0.0054156877403158	0.0457930735924297	55851	protein-coding	O	PSENEN	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
PGM3	down	-0.364915259511122	-3.20575583999844	0.0054259501020957	0.0488392927659377	5238	protein-coding	O	PGM3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NFIA	up	0.256952624452139	3.20298442572671	0.0054757551225475	0.0240431929820347	4774	protein-coding	O	NFIA	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
EDEM1	down	-0.444793900487486	-3.20172422662317	0.0054890126390088	0.0305573137950707	9695	protein-coding	O	EDEM1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MAP2K7	up	0.287813915018742	3.20118330063866	0.0054966415639406	0.0116333156973885	5609	protein-coding	O	MAP2K7	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HNRNPR	down	-0.302387187579126	-3.19972528161061	0.0055164368024186	0.0251994921445254	10236	protein-coding	O	HNRNPR	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
UNC45A	up	0.293069799833449	3.19857300485997	0.0055331320188049	0.0136971760761395	55898	protein-coding	O	UNC45A	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NUP98	up	0.179229747255026	3.19591165532068	0.0055735574795637	0.031560767690133	4928	protein-coding	O	NUP98	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TRAM1	down	-0.417070372703366	-3.19295399719581	0.0056145753863339	0.0192533553334515	23471	protein-coding	O	TRAM1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
TTF1	up	0.29950612345432	3.18957789051576	0.0056702841824677	0.0133551556965247	7270	protein-coding	O	TTF1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
BID	up	0.229084788717842	3.18777275477013	0.0057023260439224	0.0399357061950532	637	protein-coding	O	BID	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
VOPP1	up	0.150148196423102	3.1869896994073	0.0057150219338691	0.0132383095401896	81552	protein-coding	O	VOPP1	current_ncbi_symbol	False	False	True	True	True	False	3	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
POFUT1	up	0.251319093501512	3.18654533996121	0.005721041905431	0.0185961746607294	23509	protein-coding	O	POFUT1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ERCC3	up	0.215059969194698	3.18639613541065	0.0057212283148467	0.0298474175675232	2071	protein-coding	O	ERCC3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SLTM	down	-0.317467165573794	-3.18481208220867	0.0057470834391876	0.0197005295134435	79811	protein-coding	O	SLTM	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
MAN1B1	up	0.308902017141512	3.18362318462367	0.0057679540388479	0.0359072088485835	11253	protein-coding	O	MAN1B1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
HNRNPL	down	-0.175858132242638	-3.18318894772091	0.0057682770634088	0.0239628481373451	3191	protein-coding	O	HNRNPL	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
GRAMD2B	down	-0.264048281921342	-3.18313546871605	0.0057682770634088	0.0376713412514089	65983	protein-coding	O	GRAMD2B	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ADCY6	up	0.243785224007652	3.18304886262461	0.0057682770634088	0.0297242778158027	112	protein-coding	O	ADCY6	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ACAD9	up	0.192388697343719	3.17613445844731	0.0058990321428561	0.0128804063064187	28976	protein-coding	O	ACAD9	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
GTF3C6	down	-0.324716105123868	-3.17293511614746	0.0059501210674605	0.0152242137385724	112495	protein-coding	O	GTF3C6	current_ncbi_symbol	False	True	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
INO80	up	0.228394438485124	3.17156084785152	0.0059726175685039	0.0217077306719068	54617	protein-coding	O	INO80	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
DDRGK1	up	0.308931957434651	3.17049195566926	0.0059850848032144	0.0118446836783047	65992	protein-coding	O	DDRGK1	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
EZR	down	-0.130148622227273	-3.17039888324422	0.0059850848032144	0.0135622023095742	7430	protein-coding	O	EZR	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
E2F4	down	-0.308534196277231	-3.16904822971366	0.0060043535626338	0.0205057737994013	1874	protein-coding	O	E2F4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
ATF7IP	up	0.244826274966107	3.16882957332892	0.0060060041320836	0.0259350945553196	55729	protein-coding	O	ATF7IP	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
VAMP8	down	-0.275317428073681	-3.16841340695825	0.0060088728035835	0.0371104525026673	8673	protein-coding	O	VAMP8	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
CKMT1B	down	-0.239269629025815	-3.16193461876319	0.0061237364890823	0.0186293053469366	1159	protein-coding	O	CKMT1B	current_ncbi_symbol	False	True	False	False	True	False	2	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SAMD4B	up	0.218573935922963	3.15319740031435	0.0062801813977967	0.0395014568941171	55095	protein-coding	O	SAMD4B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
C6orf62	down	-0.334230149548576	-3.14957219890418	0.0063526146152238	0.0197367957166501	81688	protein-coding	O	C6orf62	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
SGSM2	up	0.312344764101137	3.14864029362787	0.0063692703581366	0.024886562924836	9905	protein-coding	O	SGSM2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
WWTR1	down	-0.271776815244973	-3.14818021851759	0.0063739081397285	0.0307040663729414	25937	protein-coding	O	WWTR1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
NAT8L	up	0.53541787557178	3.14428557550221	0.0064442483543557	0.031309483070932	339983	protein-coding	O	ASPNAT	unique_ncbi_synonym	True	False	True	True	True	False	4	False	True	False	strict state-shared core; NCBI protein-coding; feature present on all five external platforms and GSE117606 FFPE
